series_id,timestamp,prediction
unit_000,2023-06-30 00:00:00,6.6735169520910445
unit_000,2023-06-30 01:00:00,6.975439629366926
unit_000,2023-06-30 02:00:00,6.598783920085956
unit_000,2023-06-30 03:00:00,6.950106400188315
unit_000,2023-06-30 04:00:00,8.311800517215588
unit_000,2023-06-30 05:00:00,9.391132469476513
unit_000,2023-06-30 06:00:00,11.196120104142272
unit_000,2023-06-30 07:00:00,12.447575816690017
unit_000,2023-06-30 08:00:00,14.128726267785632
unit_000,2023-06-30 09:00:00,15.814785297773694
unit_000,2023-06-30 10:00:00,16.095144974946827
unit_000,2023-06-30 11:00:00,14.910806304753924
unit_000,2023-06-30 12:00:00,13.560508746619487
unit_000,2023-06-30 13:00:00,12.554914974395128
unit_000,2023-06-30 14:00:00,12.193495744505691
unit_000,2023-06-30 15:00:00,7.673903615622823
unit_000,2023-06-30 16:00:00,12.079293672327328
unit_000,2023-06-30 17:00:00,14.463037869937889
unit_000,2023-06-30 18:00:00,16.562068370710815
unit_000,2023-06-30 19:00:00,18.10599355393891
unit_000,2023-06-30 20:00:00,17.225362498801232
unit_000,2023-06-30 21:00:00,13.129194025843612
unit_000,2023-06-30 22:00:00,12.709732699918566
unit_000,2023-06-30 23:00:00,9.843268682625315
unit_000,2023-07-01 00:00:00,7.662399950799419
unit_000,2023-07-01 01:00:00,5.3291078181184
unit_000,2023-07-01 02:00:00,5.717725999234078
unit_000,2023-07-01 03:00:00,5.939000500096473
unit_000,2023-07-01 04:00:00,6.444023872179647
unit_000,2023-07-01 05:00:00,6.406670556959101
unit_000,2023-07-01 06:00:00,5.091203843335602
unit_000,2023-07-01 07:00:00,5.916051471792241
unit_000,2023-07-01 08:00:00,7.400775779963342
unit_000,2023-07-01 09:00:00,8.78884396362076
unit_000,2023-07-01 10:00:00,8.663589345341364
unit_000,2023-07-01 11:00:00,8.873652406954221
unit_000,2023-07-01 12:00:00,8.230982991974575
unit_000,2023-07-01 13:00:00,7.11209398567796
unit_000,2023-07-01 14:00:00,6.622038692403769
unit_000,2023-07-01 15:00:00,7.1219158405897485
unit_000,2023-07-01 16:00:00,7.018981922579626
unit_000,2023-07-01 17:00:00,8.777851995735084
unit_000,2023-07-01 18:00:00,12.06021754662319
unit_000,2023-07-01 19:00:00,12.02240590834504
unit_000,2023-07-01 20:00:00,10.55975689712717
unit_000,2023-07-01 21:00:00,9.10394522629073
unit_000,2023-07-01 22:00:00,7.341189888681228
unit_000,2023-07-01 23:00:00,6.052193743903707
unit_000,2023-07-02 00:00:00,3.571931217931114
unit_000,2023-07-02 01:00:00,3.6492582275624788
unit_000,2023-07-02 02:00:00,4.3254757844044125
unit_000,2023-07-02 03:00:00,4.006698070558552
unit_000,2023-07-02 04:00:00,4.532487907988629
unit_000,2023-07-02 05:00:00,5.022353724111458
unit_000,2023-07-02 06:00:00,5.611077935262999
unit_000,2023-07-02 07:00:00,5.27595529506315
unit_000,2023-07-02 08:00:00,7.505007387523454
